node_1,node_2,edge,weight,chunk_id,source
松材线虫,马尾松,感染,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_17,llm
松褐天牛,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_17,llm
松材线虫,细胞色素c血红素裂合酶基因(hccs),寄生,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_17,llm
脂肪酸分解代谢水平,松材线虫,影响,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_17,llm
松材线虫,马尾松,感染,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_18,llm
松褐天牛,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_18,llm
云杉花墨天牛,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_18,llm
monochamus alternatus,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_18,llm
aromia bungii,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_18,llm
acanthocenus griseus,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_18,llm
arhopalus rusticus,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_18,llm
monochamus nigromaculatus,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_18,llm
monochamus saltuarius,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_18,llm
uraecha angusta,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_18,llm
semanotus sinoauster,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_18,llm
monochamus alternatus,马尾松,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_19,llm
arhopalus rusticus,monochamus alternatus,寄生,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_19,llm
松材线虫,马尾松,感染,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_20,llm
a. rusticus,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_20,llm
云杉花墨天牛,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_20,llm
松材线虫,马尾松,寄生,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_21,llm
松褐天牛,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_21,llm
松材线虫,马尾松,感染,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_22,llm
松褐天牛,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_22,llm
松材线虫,马尾松,感染,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_23,llm
松褐天牛,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_23,llm
松材线虫,马尾松,寄生于,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_24,llm
松褐天牛,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_24,llm
伴生细菌,松材线虫,寄生,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_24,llm
松材线虫,马尾松,感染,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_25,llm
松褐天牛,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_25,llm
松材线虫,氧气,获取,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_25,llm
松褐天牛,呼吸作用,引起,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_25,llm
氧化磷酸化,磷脂代谢,促进,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_25,llm
松材线虫,马尾松,感染,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_26,llm
松褐天牛,松材线虫,传播,0.8,Pc5Bj-1762148820023-松材线虫病媒介天牛种类调查及其传播机制研究_王洋.pdf_26,llm
