node_1,node_2,edge,weight,chunk_id,source
松材线虫,赤松,感染,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_0,llm
松材线虫,红松,感染,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_0,llm
无人机,松材线虫病害,防治,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_0,llm
sentinel-2 卫星影像,松材线虫病害,诊断,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_0,llm
红边波段,松材线虫病害,识别,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_0,llm
短波红外波段,松材线虫病害,识别,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_0,llm
绿光波段,松材线虫病害,识别,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_0,llm
蓝边拐点,松材线虫病害,诊断,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_0,llm
黄边拐点,松材线虫病害,诊断,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_0,llm
植被指数,松材线虫病害,识别,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_0,llm
bursaphelenchus xylophilus,马尾松,感染,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_1,llm
无人机,叶级高光谱数据,获取,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_1,llm
sentinel-2,诊断性光谱特征,监测,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_1,llm
叶级高光谱数据,诊断性光谱特征,分析,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_1,llm
松材线虫病,红边波段,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
松材线虫病,近红外波段,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
松材线虫病,短波红外波段,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
松材线虫病,绿色波段,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
松材线虫病,蓝边拐点,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
松材线虫病,黄边拐点,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
松材线虫病,随机森林,防治,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
松材线虫病,线性判别分析,防治,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
松材线虫病,sentinel-2卫星图像,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
松材线虫病,无人机超谱数据,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
松材线虫病,马尾松,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
松褐天牛,松材线虫病,传播,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
sentinel-2 bands,uav hyperspectral data,比较,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
lda algorithm,shortwave infrared band,计算,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
shortwave infrared band,松材线虫病,识别,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
red-edge bands,松材线虫病,识别,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
vegetation index ndwi,松材线虫病,提高识别准确率,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
beip and yeip,松材线虫病,早期识别,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
松材线虫,马尾松,感染,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
高光谱技术,遥感监测,用于,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
无人机,遥感监测,用于,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
卫星影像,遥感监测,用于,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
松材线虫,光谱响应特征,显示,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
松材线虫,分类模型,使用,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
松材线虫,生理参数,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
松材线虫,无人机高光谱影像,防治,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_5,llm
松材线虫,遥感数据,防治,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_5,llm
单波段,植被指数,基于,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_5,llm
单波段,叶片一阶导数光谱,基于,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_5,llm
遥感数据,sentinel-2 波段,基于,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_5,llm
