node_1,node_2,edge,weight,chunk_id,source
松材线虫,马尾松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_128,llm
松褐天牛,松材线虫,传播,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_128,llm
松材线虫,bursaphelenchus xylophilus,引起,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
松材线虫,伴生细菌,引起,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
松材线虫,马尾松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
松材线虫,黑松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
松材线虫,湿地松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
松材线虫,赤松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
松材线虫,云南松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
松褐天牛,松材线虫,传播,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
云杉花墨天牛,松材线虫,传播,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
monochamus alternatus,松材线虫,传播,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
阿维菌素,松材线虫,杀灭,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
噻虫啉,松材线虫,杀灭,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
诱捕器,松材线虫,防治,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
生物防治,松材线虫,防治,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
温度,松材线虫,影响,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
湿度,松材线虫,影响,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
降水,松材线虫,影响,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
海拔,松材线虫,影响,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_129,llm
松材线虫,马尾松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_130,llm
松褐天牛,松材线虫,传播,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_130,llm
松材线虫,马尾松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_131,llm
松褐天牛,松材线虫,传播,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_131,llm
松材线虫,bursaphelenchus xylophilus,寄生,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
松材线虫,伴生细菌,寄生,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
松材线虫,马尾松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
松材线虫,黑松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
松材线虫,赤松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
松材线虫,云南松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
松褐天牛,松材线虫,传播,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
云杉花墨天牛,松材线虫,传播,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
monochamus alternatus,松材线虫,传播,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
阿维菌素,松材线虫,防治,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
噻虫啉,松材线虫,防治,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
诱捕器,松材线虫,防治,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
生物防治,松材线虫,防治,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
温度,松材线虫,影响,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
湿度,松材线虫,影响,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
降水,松材线虫,影响,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
海拔,松材线虫,影响,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
疫区,松材线虫,分布于,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_132,llm
